"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Defense","Agency Overall","2015","42 U.S.C. § 2162 (Atomic Energy Act)  (Atomic Energy Act)","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom., Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","""Restricted Data"" pertaining to atomic weapons and special nuclear material","14"
"Department of Defense","Agency Overall","2015","50 U.S.C. § 421","","Protection of identities of certain United States undercover intelligence officers, agents, informants, and sources","2"
"Department of Defense","Agency Overall","2015","Pub. L. No. 102-190, 105 Stat. 1290, 1480-1481.","","Information concerning US personnel classified as POW/MIA during the Vietnam and Korean Conflicts (“McCain Bill”)","4"
"Department of Defense","Agency Overall","2015","50 U.S.C. § 3024(i)(1)  (Formerly 50 U.S.C. § 403-1(i)(1) National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).","Intelligence Sources and Methods","846"
"Department of Defense","Agency Overall","2015","50 U.S.C. § 3143  (Formerly 50 USC § 432a)","Aftergood v. National Reconnaissance Office, 441 F. Supp. 2d 37, 46 (D.D.C. 2006).","""[O]perational files of the National Reconnaissance Office""","1"
"Department of Defense","Agency Overall","2015","50 U.S.C. § 3144  (Formerly 50 USC § 432b)","","Operational files of the National Security Agency","1"
"Department of Defense","Agency Overall","2015","50 U.S.C. § 3507  (Formerly 50 U.S.C. § 403(g))","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","20"
"Department of Defense","Agency Overall","2015","50 U.S.C. § 3605  (Formerly 50 U.S.C. § 402)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App'x. 591 (2d Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","1004"
"Department of Defense","Agency Overall","2015","5 U.S.C. app. 3 § 7(b)","","Names of employees who provide information or complaints to the Inspector General","10"
"Department of Defense","Agency Overall","2015","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981);  Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","2"
"Defense Nuclear Facilities Safety Board","Agency Overall","2015","N/A","N/A","N/A","0"
"Federal Communications Commission","Agency Overall","2015","N/A","N/A","N/A","0"
"Merit Systems Protection Board","Agency Overall","2015","N/A","N/A","N/A","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2015","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2015","20 U.S.C. § 1232g","","Identities of students and parents identified in data collected by representatives of the Comptroller General, the Secretary of Education, or State educational authorities in connection with the audit, evaluation, or enforcement of a Federally-supported education program","1"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2015","N/A","N/A","N/A","0"
"Office of Government Ethics","Agency Overall","2015","5 U.S.C. app. § 105","","Financial disclosure reports","13"
"National Capital Planning Commission","Agency Overall","2015","N/A","0","0","0"
