"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Defense","Agency Overall","2021","42 U.S.C. §§ 2162, 2167, 2168(a)(1)","Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986); Va. Sunshine Alliance v. NRC, 509 F. Supp. 863 (D.D.C 1981), aff'd per curiam on other grounds, 669 F.2d 788 (D.C. Cir. 1981).","“Restricted Data” pertaining to atomic weapons and special nuclear material and certain safeguards information for nuclear material","10"
"Department of Defense","Agency Overall","2021","50 U.S.C. § 4614(c)(1) (formerly at 50 U.S.C. app. § 2411(c))","Wis. Project on Nuclear Arms Control v. U.S. Dep't of Com., 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ'g Co. v. U.S. Dep't of Com., 236 F.3d 1286, 1289-90 (11th Cir. 2001); Lessner v. U.S. Dep't of Com., 827 F.2d 1333, 1336-37 (9th Cir. 1987).","Information pertaining to license applications under the Export Administration Act","4"
"Department of Defense","Agency Overall","2021","50 U.S.C. § 3024(i)(1))","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","820"
"Department of Defense","Agency Overall","2021","Pub. L. No. 102-190, 105 Stat. 1290, 1480-1481","N/A","Information concerning US personnel classified as POW/MIA during the Vietnam and Korean Conflicts (McCain Bill)","1"
"Department of Defense","Agency Overall","2021","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g)","Assassination Archives & Research Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: “the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency”","162"
"Department of Defense","Agency Overall","2021","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","938"
"Department of Defense","Agency Overall","2021","54 U.S.C. § 307103 (formerly at 16 U.S.C. § 470w-3)","N/A","Information about the location, character or ownership of a historic property","13"
"Department of Defense","Agency Overall","2021","Pub. L. No. 95-452, 92 Stat. 1101","N/A","Identities of employees that have submitted complaints and or provided information during the course of an OIG investigation","6"
"Department of Defense","Agency Overall","2021","Pub. L. No. 111-83, 123 Stat. 2142","ACLU v. DOD, 901 F.3d 125, 133 (2d Cir. 2018).
","Certain photographs related to the treatment of individuals engaged, captured, or detained after September 11, 2001
","2"
"Tennessee Valley Authority","Agency Overall","2021","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Starkey v. U.S. Dep't of the Interior, 238 F. Supp. 2d 1188, 1193-94 (S.D. Cal. 2002). ","Information pertaining to the nature and location of certain archaeological resources","1"
"Tennessee Valley Authority","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","4"
"Export-Import Bank of the U.S.","Agency Overall","2021","N/A","N/A","N/A","0"
"Department of Homeland Security","Agency Overall","2021","18 U.S.C. §§ 2510, et seq.","Payne
v. DOJ, No. 96-30840, slip
op. at 5-6 (5th Cir. July 11,
1997); Lam Lek
Chong v. DEA, 929 F.2d 729,
733 (D.C. Cir. 1991).
","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","5"
"Department of Homeland Security","Agency Overall","2021","18 U.S.C. § 3123(d)","Labow v. DOJ, 831 F.3d 523, 527-28 (D.C. Cir. 2016); ACLU v. DOJ, 2014 WL 4954121, at *11 (N.D. Cal. Sept. 30, 2014); Manna v. DOJ, 815 F. Supp. 798, 812 (D.N.J. 1993), aff'd on other grounds, 51 F.3d 1158 (3d Cir. 1995).","Certain court ""order[s] authorizing or approving the installation and use of a pen register or a trap and trace device""; information pertaining to ""the existence of the pen register or trap and trace device or the existence of the investigation""","1"
"Department of Homeland Security","Agency Overall","2021","18 U.S.C. § 3509(d) ","Davis v. U.S. Postal Inspection Serv., 75 F. Supp. 3d 425, 430-31 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","2"
"Department of Homeland Security","Agency Overall","2021","26 U.S.C. §§ 6103, 6105 ","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information ","193"
"Department of Homeland Security","Agency Overall","2021","31 U.S.C. § 5319 ","Turner v. Dep’t of Treasury, No. 15-00007, 2017 WL 1106030 at *7 (E.D. Cal. Mar. 23, 2017); Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017); Council on Am.-Islamic Rels., Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff’d on other grounds, 288 F. App’x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","65"
"Department of Homeland Security","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","31"
"Department of Homeland Security","Agency Overall","2021","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Employer Research, Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","9"
"Department of Homeland Security","Agency Overall","2021","49 U.S.C. § 114(r) (formerly at 49 U.S.C. § 114(s))","Skurow v. DHS, No. 11-1296, 2012 WL 4380895, at *9-10 (D.D.C. Sept. 26, 2012); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Information obtained or developed in carrying out security under the authority of the Aviation and Transportation Security Act or under chapter 449 of this title","21690"
"Department of Homeland Security","Agency Overall","2021","49 U.S.C. § 1114(c) ","McGilvra v. NTSB, 840 F. Supp. 100, 102 (D. Colo. 1993).","Certain “cockpit voice or video recorder recording[s] or transcript[s] of communications by and between flight crew members and ground stations pertaining to [] incident[s] investigated by the [National Transportation Safety] Board”","2"
"Department of Homeland Security","Agency Overall","2021","50 U.S.C. § 4565(c) (formerly at 50 U.S.C. app. § 2170(c))","N/A","Information or documentary material filed with the Committee on Foreign Investment in the
United States
","8"
"Department of Homeland Security","Agency Overall","2021","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403-1(i)(1))","CIA v. Sims, 471 U.S. 159, 167 (1985). ","Intelligence sources and methods","93"
"Department of Homeland Security","Agency Overall","2021","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g)","Assassination Archives & Rsch. Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: “the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency”","1"
"Department of Homeland Security","Agency Overall","2021","50 U.S.C. § 403-1(i)(1)","CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).","Intelligence sources and methods","2"
"Department of Homeland Security","Agency Overall","2021","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","41"
"Department of Homeland Security","Agency Overall","2021","52 U.S.C. § 30109(a)(12)(A) (formerly at 2 U.S.C. § 437(a)(12)(A))","N/A","Any notification or investigation made under this section of the Federal Election Campaign Act pertaining to federal campaign funds","1"
"Department of Homeland Security","Agency Overall","2021","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","1"
"Department of Homeland Security","Agency Overall","2021","6 U.S.C. § 121(d)","N/A","Intelligence sources and methods","92"
"Department of Homeland Security","Agency Overall","2021","6 U.S.C. § 133(a)(1)","N/A","Protection of voluntarily shared critical infrastructure information","10"
"Department of Homeland Security","Agency Overall","2021","6 U.S.C. § 1504(d)(3)(B)","N/A","A cyber threat indicator or defensive measure shared with the federal government under the Cybersecurity Information Sharing Act of 2015","1"
"Department of Homeland Security","Agency Overall","2021","6 U.S.C. § 623(e)","N/A","Certain anti-terrorism information related to chemical facilities","7"
"Department of Homeland Security","Agency Overall","2021","7 U.S.C. § 12(a)(1)","Hunt v. Commodity Futures Trading Comm'n, 484 F. Supp. 47, 49 (D.D.C. 1979).","""[D]ata and information
that would separately
disclose the business
transactions or market
positions of any person and
trade secrets or names of
customers,"" as well as
certain other information
concerning, or obtained in,
the course of the
Commission's investigation
under the Commodity
Exchange Act""","1"
"Department of Homeland Security","Agency Overall","2021","8 U.S.C. § 1202(f)","Medina-Hincapie v. Dep't of
State, 700 F.2d 737, 741-42
(D.C. Cir. 1983); DeLaurentiis
v. Haig, 686 F.2d 192, 194 (3d
Cir. 1982); Assadi v. Dep't of
State, No. 12-1111, 2014 WL
4704840, at *6-7 (S.D.N.Y.
Sept. 19, 2014); Badalamenti v.
U.S. Dep't of State, 899 F.
Supp. 542, 547 (D. Kan. 1995);
Jan-Xin Zang v. FBI, 756 F.
Supp. 705, 711-12 (W.D.N.Y.
1991); Smith v. DOJ, No. 81-
CV-813, 1983 U.S. Dist.
LEXIS 10878, at *13-14
(N.D.N.Y. Dec. 13, 1983).","Certain records pertaining
to the issuance or refusal of
visas to enter the United
States","37556"
"Department of Homeland Security","Agency Overall","2021","10 U.S.C. § 130b","Freedom Watch, Inc. v. NSA,
197 F. Supp. 3d 165, 174
(D.D.C. 2016); Hiken v. DOD,
521 F. Supp. 2d 1047, 1062
(N.D. Cal. 2007); O'Keefe v.
DOD, 463 F. Supp. 2d 317, 325
(E.D.N.Y. 2006); Windel v.
United States, No. A02-306,
2005 WL 846206, at *2 (D.
Alaska Apr. 11, 2005).","Personally identifiable
information pertaining to
""any member of the armed
forces assigned to an
overseas unit, a sensitive
unit, or a routinely
deployable unit"" and ""any
employee of the
Department of Defense or
of the Coast Guard whose
duty station is with any
such unit""","1"
"Department of Homeland Security","Agency Overall","2021","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947,
09-4281, 09-3344, 09-2504, 09-
5633, 2012 WL 569747, at *7
(E.D.N.Y. Feb. 22, 2012);
Margolin v. NASA, No. 09-
CV-00421-LRH-VPC, 2011
WL 1303221, at *6 (D. Nev.
Mar. 31, 2011).","Certain contractor proposals","2"
"Department of Homeland Security","Agency Overall","2021","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep't of the
Interior, 305 F. Supp. 2d 21, 30
(D.D.C. 2003), summary
affirmance granted, No. 03-
5257, 2004 WL 1900562 (D.C.
Cir. Aug. 25, 2004); Starkey v.
U.S. Dep't of the Interior, 238
F. Supp. 2d 1188, 1193-94
(S.D. Cal. 2002). ","Information pertaining to
the nature and location of
certain archaeological
resources","7"
"Defense Nuclear Facilities Safety Board","Agency Overall","2021","N/A","N/A","N/A","0"
