"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Health and Human Services","Agency Overall","2023","5 U.S.C. § 407 (formerly at 5 U.S.C. app. 3 § 7(b))","Wash. Post Co. v. Special Inspector Gen. for Afg. Reconstr., 486 F. Supp. 3d 141, 166 (D.D.C. 2020).","Names of employees who provide information or complaints to the Inspector General","38"
"Department of Health and Human Services","Agency Overall","2023","42 U.S.C. § 1306c(e)","N/A","Information contained on the Death Master File","1"
"Department of Health and Human Services","Agency Overall","2023","18 U.S.C. § 208(d)(1)","Seife v. NIH, 874 F. Supp. 2d 248, 256 (S.D.N.Y. 2012). ","Providing that “a copy of any determination granting an exemption under subsection (b)(1) or (b)(3) [from application of penalties for acts affecting personal financial interests determined to constitute bribery, graft, or conflicts of interest] shall be made available to the public,” but
exempting from this disclosure requirement “any information contained
in the determination that would be exempt from disclosure under section 552 of title 5”","2"
"Department of Health and Human Services","Agency Overall","2023","42 U.S.C. § 300jj-52(d)(2)","N/A","Information received by the National Coordinator in connection with a claim or suggestion of possible information blocking and that could reasonably be expected to facilitate identification of the source of the information","1"
"Harry S. Truman Scholarship Foundation","Agency Overall","2023","5 U.S.C. app. § 105","N/A","Financial disclosure reports and applications to inspect financial disclosure reports ","1"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2023","N/A","N/A","N/A","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2023","N/A","N/A","N/A","0"
"Department of Education","Agency Overall","2023","20 U.S.C. § 1099c-1 ","Bagwell v. U.S. Dep't of Educ., 183 F. Supp. 3d 109, 126-27 (D.D.C. 2016).","Certain program review reports and institutional responses until the Department of Education issues a final program review determination.","2"
"Department of Education","Agency Overall","2023","20 U.S.C. § 9573","N/A        ","Certain individually identifiable information that has been collected or retained under the Education Sciences Reform Act.","1"
"Department of Education","Agency Overall","2023","44 U.S.C. § 3501","N/A        ","Data or information acquired under a pledge of confidentiality for exclusively statistical purposes.","2"
"Department of Education","Agency Overall","2023","50 U.S.C § 3507 (formerly at 50 U.S.C. § 403g) ","Assassination Archives & Rsch. Ctr. v. CIA, No. 18-5280, 2019 
WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. 
DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 
F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 
489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 
2008). ","Intelligence sources and methods; certain information pertaining to Agency functions or employees, specifically: “the organization or 
functions of the Agency, or of the names, official titles, salaries, or numbers of personnel employed by the Agency”","1"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2023","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403- 1(i)(1))","CIA v. Sims, 471 U.S. 159, 167 (1985). ","Intelligence sources and methods ","1"
"Department of Housing and Urban Development","Agency Overall","2023","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","3"
"Department of Housing and Urban Development","Agency Overall","2023","42 USC §3537a","N/A","Covered information during the grant selection process ","1"
"Department of Housing and Urban Development","Agency Overall","2023","42 U.S.C. § 3610(d)","West v. Jackson, 448 F. Supp. 2d 207, 212-13 (D.D.C. 2006), summary affirmance granted, No. 06-5281, 2007 WL 1723362 (D.C. Cir. Mar. 6, 2007).","Records pertaining to conciliation of disputes regarding allegations of unfair housing practices; information derived from housing discrimination investigations and any final investigative reports pertaining to such investigations","8"
"Tennessee Valley Authority","Agency Overall","2023","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","3"
"Tennessee Valley Authority","Agency Overall","2023","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Starkey v. U.S. Dep’t of the Interior, 238 F. Supp. 2d 1188, 1193-94 (S.D. Cal. 2002).","Information pertaining to the nature and location of certain archaeological resources.","2"
"Tennessee Valley Authority","Agency Overall","2023","42 U.S.C. §§ 2162, 2167, 2168(a)(1) ","Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","“Restricted Data” pertaining to atomic weapons and special nuclear material and certain safeguards information for nuclear material.","1"
"Department of the Treasury","Agency Overall","2023","31 U.S.C. § 5319 ","Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017)); Council on Am.-Islamic Rels., Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), affd on other grounds, 288 F. App’x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","188"
"Department of the Treasury","Agency Overall","2023","21 U.S.C. § 1904(e)(3)","N/A","Information related to foreign narcotics traffickers","7"
"Department of the Treasury","Agency Overall","2023","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v. McNeil, No. 12-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att’y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008). ","Certain records that would reveal some secret aspect pertaining to grand jury proceedings ","6"
"Department of the Treasury","Agency Overall","2023","15 U.S.C. § 6801","Hodes v. HUD, 532 F. Supp. 2d 108, 117 (D.D.C. 2008).","Nonpublic personal information of customers of financial institutions","2"
"Department of the Treasury","Agency Overall","2023","26 U.S.C. §§ 6103, 6105","Nosal v. IRS, 523 F. Supp. 3d 72, 79 (D.D.C. 2021); Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232, 1237 (D.C. Cir. 2018); Leonard v. U.S. Dep’of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","1721"
"Department of the Treasury","Agency Overall","2023","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09- 00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03- 5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","6"
"Department of the Treasury","Agency Overall","2023","50 U.S.C. § 4565(c)(1)","Minor v. U.S. Dep’t of the Treasury, No. 20-02836, slip op. at 5 (D.S.C. Aug. 5, 2021) (unpublished disposition).","Information or documentary material filed with the Committee on Foreign Investment in the United States","2"
"Department of the Treasury","Agency Overall","2023","5 U.S.C. §§ 7114(b)(4), 7132","Dubin v. Dep't of Treasury, 555 F. Supp. 408, 412 (N.D. Ga. 1981) (5 U.S.C. § 7114 (b)(4)), aff'd, 697 F.2d 1093 (11th Cir. 1983) (unpublished table decision): NTEU v. OPM, No. 79-695, slip op. at 3-4 (D.D.C. July 9, 1979) (5 U.S.C. § 7114(b)(4) and 5 U.S.C. § 7132).","Certain labor relations training and guidance materials","7"
"Department of the Treasury","Agency Overall","2023","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note)","ACLU v. DOJ, 681 F.3d 61, 72- 75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App’x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","1"
"Department of the Treasury","Agency Overall","2023","50 U.S.C. § 1702(a)(1)","Wis. Project on Nuclear Arms Control v. U.S. Dep’t of Com., 317 F.3d 275, 284 (D.C. Cir. 2003).","Authorizes the President to “regulate . . . prevent or prohibit . . . importation or exportation of . . . any property in which any foreign country or a national thereof has any interest . . . by any person, or with respect to any property, subject to the jurisdiction of the United States”","1"
"Marine Mammal Commission","Agency Overall","2023","N/A","N/A","N/A","0"
"Securities and Exchange Commission","Agency Overall","2023","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Employer Research Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum). ","Contractor bid or proposal information; source selection information.","1"
"Securities and Exchange Commission","Agency Overall","2023","15 U.S.C. § 78x(d) ","N/A","Foreign securities authorities","5"
"Securities and Exchange Commission","Agency Overall","2023","15 U.S.C. § 78u-6","N/A","Information that could identify a whistleblower ","20"
"Securities and Exchange Commission","Agency Overall","2023","5 U.S.C. app. 3 § 7(b) ","N/A","Names of employees who provide information or complaints to the Inspector General","2"
"Securities and Exchange Commission","Agency Overall","2023","15 U.S.C. § 77f (e)(2)","N/A","Jumpstart Our Business Startups Act, enacted by Act of April 5, 2012, Pub.L No. 112-106.","3"
"Securities and Exchange Commission","Agency Overall","2023","5 U.S.C. § 13109(a)(2) (formerly at 5 U.S.C. app. 4 § 107(a)(2))","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v Exec. Office for U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012). ","Confidential financial disclosure report pertaining to certain government employees","8"
"Securities and Exchange Commission","Agency Overall","2023","15 U.S.C. § 78q(h)(5) ","N/A","Associated persons of broker-dealers, government securities brokers or dealers, or municipal securities dealers.","1"
"Federal Trade Commission","Agency Overall","2023","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ.
S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information
","2"
"Federal Trade Commission","Agency Overall","2023","15 U.S.C. § 18a(h)","NA","Information submitted in connection with the premerger notification provisions of the HartScott-Rodino Antitrust Improvements Act of 1976","27"
"Federal Trade Commission","Agency Overall","2023","15 U.S.C. § 46(f)","Ctr. for Digit. Democracy v. FTC, 189 F. Supp. 3d 151, 158- 59 (D.D.C. 2016) "," “[A]ny trade secret or any commercial or financial information which is obtained from any person and which is privileged or confidential”","41"
"Federal Trade Commission","Agency Overall","2023","15 U.S.C. § 57b-2(f) ","A. Michael’s Piano, Inc. v. FTC, 18 F.3d 138, 143-44 (2d Cir. 1994); Nat’l Educ. Ass’n v. FTC, No. 79-959-S, 1983 WL 1883, at *1 (D. Mass. Sept. 26, 1983).","Certain investigative materials received by the FTC and “provided pursuant to any compulsory process under this subchapter or which is provided voluntarily in place of such compulsory process”

","54"
"Federal Trade Commission","Agency Overall","2023","18 U.S.C. § 208(d)(1)"," Seife v. NIH, 874 F. Supp. 2d 248, 256 (S.D.N.Y. 2012).","Providing that ""a copy of any determination granting an exemption under subsection (b)(1) or (b)(3) [from application of penalties for acts affecting personal financial interests determined to constitute bribery, graft, or conflicts of interest] shall be made available to the public,"" but exempting from this disclosure requirement ""any information contained in the determination that would be exempt from disclosure under section 552 of title 5""","1"
"Consumer Financial Protection Bureau","Agency Overall","2023","41 U.S.C. § 2102 (amending  41 U.S.C. § 423(a)(1)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001)","Contractor bid or proposal information; source selection information","3"
"James Madison Memorial Fellowship Foundation","Agency Overall","2023","N/A","N/A","N/A","0"
"Office of the National Cyber Director","Agency Overall","2023","N/A","N/A","N/A","0"
"Armed Forces Retirement Home","Agency Overall","2023","0","0","0","0"
"United States Access Board","Agency Overall","2023","N/A","N/A","N/A","0"
"National Endowment for the Arts","Agency Overall","2023","N/A","N/A","N/A","0"
"Commission of Fine Arts","Agency Overall","2023","5 U.S.C. app. § 105 ","N/A","Financial disclosure reports and applications to inspect financial disclosure reports","1"
"Office of the Director of National Intelligence","Agency Overall","2023","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403- 1(i)(1))","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","143"
"Office of the Director of National Intelligence","Agency Overall","2023","50 U.S.C. § 3507 (formerly at 50 U.S.C. §  403g) ","N/A","Intelligence sources and methods; certain information pertaining to Agency functions or employees, specifically: “the organization or 
functions of the Agency, or of the names, official titles, salaries, or numbers of personnel employed by the Agency” ","83"
"Federal Communications Commission","Agency Overall","2023","10 U.S.C. § 424 ","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intel. Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of an organization, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","1"
"Federal Communications Commission","Agency Overall","2023","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g) ","Assassination Archives & Rsch. Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency functions or employees, specifically: “the organization or functions of the Agency, or of the names, official titles, salaries, or numbers of personnel employed by the Agency”","1"
"Federal Communications Commission","Agency Overall","2023","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note) ","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App’x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","1"
"Federal Energy Regulatory Commission","Agency Overall","2023","16 U.S.C. § 824o-1(d)","N/A","Information pertaining to Critical Electric Infrastructure Security","8"
"Federal Labor Relations Authority","Agency Overall","2023","N/A","N/A","N/A","0"
"Office of the Intellectual Property Enforcement Coordinator","Agency Overall","2023","N/A","N/A","N/A","0"
"Small Business Administration","Agency Overall","2023","18 U.S.C. § 208(d)(1)","Seife v. NIH, 874 F. Supp. 2d 248, 256 (S.D.N.Y. 2012).","Providing that “a copy of any determination granting an exemption under subsection (b)(1) or (b)(3) [from application of penalties for acts affecting personal financial interests determined to constitute bribery, graft, or conflicts of interest] shall be made available to the public,” but exempting from this disclosure requirement “any information contained in the determination that would be exempt from disclosure under section 552 of title 5”","1"
"U.S. Agency for Global Media","Agency Overall","2023","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1)) ","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09- 00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"Presidio Trust","Agency Overall","2023","N/A","N/A","N/A","0"
"Federal Housing Finance Agency","Agency Overall","2023","5 U.S.C. § 13107 (formerly at 5 U.S.C. App 4 § 105)","N/A","Financial disclosure reports and applications to inspect financial disclosure reports","1"
"Federal Housing Finance Agency","Agency Overall","2023","31 U.S.C. § 3730(b)(2) ","N/A","Records pertaining to civil actions for false claims against the United States Government ","1"
"Office of Government Ethics","Agency Overall","2023","5 U.S.C. § 13107 ","N/A","Financial disclosure reports and applications to inspect financial disclosure reports","4"
