"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Transportation","Agency Overall","2016","49 U.S.C.  § 40119(b)","Pub. Citizen, Inc. v. FAA, 988 F.2d 186, 194 (D.C. Cir. 1993); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Certain information obtained or developed in ensuring transportation security if disclosure of that information would:  constitute an invasion of personal privacy, reveal a trade secret or confidential commerical or financial information, or be detrimental to transportation safety","76"
"Department of Transportation","Agency Overall","2016","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government officials","1"
"Department of Transportation","Agency Overall","2016","49 U.S.C. § 40110(e)","N/A","Contract bid or proposal information submitted to the FAA that are not incorporated into the contract","3"
"Department of Transportation","Agency Overall","2016","49 U.S.C. § 40123(a)","N/A","Aviation Safety Action Program voluntarily submitted information","14"
"Department of Transportation","Agency Overall","2016","41 U.S.C. § 2102 (amending 41 U.S.C. 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc., v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 2, 2001) (dictum).","Contract bid or proposal information; source selection information","1"
"Department of Transportation","Agency Overall","2016","49 U.S.C. § 31143(b)","N/A","Identities of motor carrier safety complainants","19"
"Department of Transportation","Agency Overall","2016","49 U.S.C. § 31105(h)(1)","N/A","Names of certain motor carrier employees","49"
"Department of Transportation","Agency Overall","2016","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. 4702)","Sinkfield v. HUD, No. 10-855, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contract proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","7"
"Department of Transportation","Agency Overall","2016","49 U.S.C. § 30305(c)(1)","N/A","National Driver Register Information on certain individuals","3"
"Department of Transportation","Agency Overall","2016","44 U.S.C. § 3501 (note)","N/A","Confidential respondent data to Bureau of Transportation Statistics Survey","1"
"Department of Transportation","Agency Overall","2016","49 U.S.C. § 60138(a)(2)","N/A","Certain information contained in pipeline facility response plans","3"
"Council on Environmental Quality","Agency Overall","2016","N/A","N/A","N/A","0"
"Department of Health and Human Services","Agency Overall","2016","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","7"
"Department of Health and Human Services","Agency Overall","2016","18 U.S.C. § 3509(d) (Federal Victims' Protection and Rights Act)","Davis v. U.S. Postal Inspection Serv., No. 13-01972, 2014 WL 7014877, at*3 (D.D.C. Dec. 15, 2014); Rodriguez v. U.S. Dep't of Army, 31 F. Supp. 3d 218, 236-37 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","1"
"Department of Health and Human Services","Agency Overall","2016","21 U.S.C. § 331(j) (Food, Drug, and Cosmetic Act)","Anderson v. HHS, 907 F.2d 936, 950-51 (10th Cir. 1990).","Certain information ""concerning any method or process which as a trade secret is entitled to protection""","24"
"Department of Health and Human Services","Agency Overall","2016","21 U.S.C. § 350d(a)(5)","","Food registration documents","1"
"Department of Health and Human Services","Agency Overall","2016","25 U.S.C. § 1675(g)","","Medical quality assurance records","4"
"Department of Health and Human Services","Agency Overall","2016","35 U.S.C. § 205","","Information pertaining to invention in which the Federal Government owns or may own a right, title, or interest (including a nonexclusive license) for a reasonable time in order for a patent application to be filed","1"
"Department of Health and Human Services","Agency Overall","2016","35 U.S.C. § 209(f)","","Plans of a licensee for development or marketing of a federally owned invention","4"
"Department of Health and Human Services","Agency Overall","2016","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","45"
"Department of Health and Human Services","Agency Overall","2016","42 U.S.C. § 242m(d)","","Identifiable information for certain research and statistical activities","14"
"Department of Health and Human Services","Agency Overall","2016","42 U.S.C. § 247d-6b(d)","","Information identifying the location at which materials in the stockpile under subsection (a) of this section are stored","5"
"Department of Health and Human Services","Agency Overall","2016","42 U.S.C. § 262a(h)","","Bioterrorism-related information","17"
"Department of Health and Human Services","Agency Overall","2016","42 U.S.C. § 300aa-12(d)(4)(A) (National Childhood Vaccine Injury Act of 1986)","Long v. DOJ, 778 F. Supp. 2d 222, 234 (N.D.N.Y. 2011)","""Except as provided in subparagraph (B), information submitted to a special master or the court in a proceeding on a petition [for compensation under the National Vaccine Injury Compensation Program]  . . . without the express written consent of the person who submitted the information""","8"
"Department of Health and Human Services","Agency Overall","2016","42 U.S.C. § 653(i)(7)(E)(ii)","","Information in the Federal Parent Locator Service","1"
"Department of Health and Human Services","Agency Overall","2016","42 U.S.C. § 1320c-9","","Certain information related to Medicare End Stage Renal Disease provided to an organization not considered a Federal Agency for FOIA purposes","2"
"Department of Health and Human Services","Agency Overall","2016","42 U.S.C. § 1395bb(b)","","Information related to Accreditation Survey Information","1"
"Department of Health and Human Services","Agency Overall","2016","42 U.S.C. § 1396r–8 (b)(3)(D)","","Information disclosed by manufacturers or wholesalers which discloses the identity of a specific manufacturer or wholesaler and prices charged for drugs by such manufacturer or wholesaler","1"
"Department of Health and Human Services","Agency Overall","2016","42 U.S.C. § 11137(b)","","Adverse reports of a health practitioner's conduct","3"
"Department of Health and Human Services","Agency Overall","2016","5 U.S.C. app. 3 § 7(b)","","Name of employees who provide information or complaints to the Inspector General","14"
"Department of Health and Human Services","Agency Overall","2016","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","","Certain records pertaining to grand jury proceedings","1"
