"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Homeland Security","Agency Overall","2017","18 U.S.C. § 3509(d) (Federal Victims' Protection and Rights Act)","Davis v. U.S. Postal Inspection Serv., No. 13-01972, 2014 WL 7014877, at *3 (D.D.C. Dec. 15, 2014); Rodriguez v. U.S. Dep't of Army, 31 F. Supp. 3d 218, 236-37 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","10"
"Department of Homeland Security","Agency Overall","2017","31 U.S.C. § 5319 (Bank Secrecy Act)","Ortiz v. DOJ, No. 12-1674, 2014 WL 4449686, at *4 (D.D.C. Sept. 9, 2014); Rosenberg v. ICE, 13 F. Supp. 3d 92, 114-15 (D.D.C. 2014); Hulstein v. DEA, No. 10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Council on Am.-Islamic Relations, Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","10"
"Department of Homeland Security","Agency Overall","2017","49 U.S.C. § 114","Skurow v. DHS, No. 11-1296, 2012 WL 4380895, at *9-10 (D.D.C. Sept. 26, 2012); Tooley v. Bush, No. 06-306, 2006 WL 3783142, at *19 (D.D.C. Dec. 21, 2006), aff'd on other grounds, 586 F.3d 1006 (D.C. Cir. 2009); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Information obtained or developed in carrying out security under the authority of the Aviation and Transportation Security Act or under chapter 449 of this title","4792"
"Department of Homeland Security","Agency Overall","2017","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","2"
"Department of Homeland Security","Agency Overall","2017","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","4"
"Department of Homeland Security","Agency Overall","2017","8 U.S.C. § 1202(f) (Immigration and Nationality Act)","Medina-Hincapie v. Dep't of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); DeLaurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Assadi v. Dep't of State, No. 12-1111, 2014 WL 4704840, at *6 (S.D.N.Y. Sept. 19, 2014); Beltranena v. U.S. Dep't of State, 821 F. Supp. 2d 167, 177-78 (D.D.C. 2011); Badalamenti v. U.S. Dep't of State, 899 F. Supp. 542, 547 (D. Kan. 1995); Jan-Xin Zang v. FBI, 756 F. Supp. 705, 711-12 (W.D.N.Y. 1991); Smith v. DOJ, No. 81-CV-813, 1983 U.S. Dist. LEXIS 10878, at *13-14 (N.D.N.Y. Dec. 13, 1983).","Certain records pertaining to the issuance or refusal of visas to enter the United States","28595"
"Department of Homeland Security","Agency Overall","2017","5 U.S.C. §§ 7114(b)(4), 7132 (Civil Service Reform Act)","Dubin v. Dep't of Treasury, 555 F. Supp. 408, 412 (N.D.Ga. 1981)(5 U.S.C. 7114(b)(4)), aff'd, 697 F.2d 1093 (11th Cir. 1983) (unpublished table decision): NTEU v. OPM, No 76-695, slip op. at 3-4 (D.D.C. July 9, 1979) (5 U.S.C. 7114(b)(4) and 5 U.S.C. 7132)","Certain labor relations training and guidance materials; subpoenas that would disclose certain labor relations training and guidance materials","1"
"Department of Homeland Security","Agency Overall","2017","Fed. R. Crim. P. 6(e),  enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","4"
"Department of Homeland Security","Agency Overall","2017","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","2846"
"Department of Homeland Security","Agency Overall","2017","42 U.S.C. §§ 2000e-5(b), 2000e-8(e) (Civil Rights Act of 1964)","Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989).","Information pertaining to charges of unlawful employment practices; information obtained by the EEOC in investigating charges of unlawful employment practices","1"
"Department of Homeland Security","Agency Overall","2017","50 U.S.C. § 403g (currently at 50 U.S.C. § 3507) (Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","15"
"Federal Housing Finance Agency","Agency Overall","2017","31 U.S.C. § 3730","N/A","Records pertaining to civil actions for false claims against the United States Government","3"
"Federal Housing Finance Agency","Agency Overall","2017","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","3"
"Consumer Product Safety Commission","Agency Overall","2017","15 U.S.C. §§ 2055(a)(2), 2055(b)(1), 2055(b)(5) (Consumer Product Safety Act)","Consumer Prod. Safety Comm'n v. GTE Sylvania, Inc., 447 U.S. 102,122 (1980) (15 U.S.C.§ 2055(b)(1); Mulloy v. Consumer Prod. Safety Comm'n, No. 85-3720, 1986 WL 17283, at *1 (6th Cir. July 22, 2986) (per curiam) (unpublished diposition) (15 U.S.C. § 2055(a)(2) and 15 U.S.C. § 2055(b)(5)); Reliance Elec. Co. v. Consumer Prod.  Safety  Comm'n, No. 87-1478, slip op. at 16-17 (D.D.C. Sept. 19, 1989) (15 U.S.C.  §2055(b)(5)); Mulloy v. Consumer Prod. SafetyComm'n, No.C-2-85-645, 1985 U.S. Dist. LEXIS 17194, at *2-6 (S.D. Ohio Aug. 2, 1985) (15 U.S.C. §2055(a)(2) and 15 U.S.C. §2055(b)(5)).","Certain information reported to, or otherwise obtained by the Consumer Product Safety Commission which either contains or relates to a trade secret or is ""subject to section 552(b)(4) of Title 5""","265"
"Consumer Product Safety Commission","Agency Overall","2017","15 U.S.C. § 2074(c)","N/A","Information that identifies injured persons or those treating injured persons, absent consent","150"
"Denali Commission","Agency Overall","2017","N/A","N/A","N/A","0"
"Federal Maritime Commission","Agency Overall","2017","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Pac. Fisheries, Inc. v. IRS, 395 F. App'x 438, 440 (9th Cir. 2010) (unpublished dispostion) (26 U.S.C §§ 6103, 6105); Leonard v. U.S. Dept. of Treasury, No. 10-6625, 2013 WL 4517912, at *2 (D.N.J. Aug. 26, 2013) (26 U.S.C. § 6103; Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105)","Certain tax return information, to inlcude taxpayer identification numbers of third parties, and certain tax convention information","1"
"Federal Maritime Commission","Agency Overall","2017","46 U.S.C. § 40306","N/A","Agreement information and documents filed with the Commission (other than the actual Agreements)","1"
"National Railroad Passenger Corporation","Agency Overall","2017","0","N/A","0","0"
"Social Security Advisory Board","Agency Overall","2017","N/A","N/A","N/A","0"
"Marine Mammal Commission","Agency Overall","2017","N/A","N/A","N/A","0"
"Department of Energy","Agency Overall","2017","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","5"
"Department of Energy","Agency Overall","2017","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"Department of Energy","Agency Overall","2017","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","19"
"Department of Energy","Agency Overall","2017","42 U.S.C. § 2162 (Atomic Energy Act)","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom., Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","""Restricted Data"" pertaining to atomic weapons and special nuclear material","19"
"Department of Energy","Agency Overall","2017","50 U.S.C. § 403-1(i)(1) (currently at 50 U.S.C. § 3024(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).","Intelligence sources and methods","19"
"Department of Energy","Agency Overall","2017","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","1"
"Department of Energy","Agency Overall","2017","31 U.S.C. § 3730","","Records pertaining to civil actions for false claims against the United States Government","2"
"Department of Energy","Agency Overall","2017","16 U.S.C. § 470hh (Archaeological Resources Protection Act of 1979)","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Information pertaining to the nature and location of certain archaeological resources","1"
"Farm Credit Administration","Agency Overall","2017","N/A","N/A","N/A","0"
"Postal Regulatory Commission","Agency Overall","2017","0","N/A","0","0"
"Office of Science and Technology Policy","Agency Overall","2017","N/A","N/A","N/A","0"
"Office of Government Ethics","Agency Overall","2017","5 U.S.C. app. § 105","","Financial disclosure reports and applications to inspect financial disclosure reports","27"
"Office of Government Ethics","Agency Overall","2017","5 U.S.C. app. § 107(a)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Office for U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","1"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2017","N/A","N/A","N/A","0"
"National Transportation Safety Board","Agency Overall","2017","49 U.S.C. § 1114(c) (Transportation Safety Act of 1974)","McGilvra v. NTSB, 840 F. Supp. 100, 102 (D. Colo. 1993).","Certain ""cockpit voice or video recorder recordings[s] or transcript[s] of communications by and between flight crew members and ground stations pertaining to [] incident[s] investigated by the [National Transportation Safety] Board""","3"
"National Transportation Safety Board","Agency Overall","2017","49 U.S.C. § 1114(f)","N/A","Any information relating to Board participation in foreign aircraft accidents, where the country conducting the investigation has not issued its report or two years have not elasped from the date of the accident.","1"
"Peace Corps","Agency Overall","2017","N/A","N/A","N/A","0"
"Federal Labor Relations Authority","Agency Overall","2017","N/A","N/A","N/A","0"
