"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Transportation","Agency Overall","2018","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","6"
"Department of Transportation","Agency Overall","2018","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","4"
"Department of Transportation","Agency Overall","2018","49 U.S.C. § 31143(b)","N/A","Identities of motor carrier safety complainants","121"
"Department of Transportation","Agency Overall","2018","49 U.S.C. § 20118(c )","N/A","Railroad safety analysis records","4"
"Department of Transportation","Agency Overall","2018","49 U.S.C. § 30172(f)","N/A","Information that could identify a whistleblower","1"
"Department of Transportation","Agency Overall","2018","49 U.S.C. § 30305(c)(1)","N/A","National Driver Register information on certain individuals","5"
"Department of Transportation","Agency Overall","2018","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","2"
"Department of Transportation","Agency Overall","2018","5 U.S.C. § 7301 note § 503(e), PL 100-71","N/A","Drug test results of federal employees","1"
"Department of Transportation","Agency Overall","2018","49 U.S.C. § 60138","N/A","Certain information contained in pipeline facility response plans","1"
"National Endowment for the Arts","Agency Overall","2018","N/A","N/A","N/A","0"
"Federal Open Market Committee","Agency Overall","2018","N/A","N/A","N/A","0"
"Consumer Product Safety Commission","Agency Overall","2018","15 U.S.C. §§ 2055(a)(2), 2055(b)(1), 2055(b)(5) (Consumer Product Safety Act)","Consumer Prod. Safety Comm'n v. GTE Sylvania, Inc., 447 U.S. 102,122 (1980) (15 U.S.C.§ 2055(b)(1); Mulloy v. Consumer Prod. Safety Comm'n, No. 85-3720, 1986 WL 17283, at *1 (6th Cir. July 22, 2986) (per curiam) (unpublished diposition) (15 U.S.C. § 2055(a)(2) and 15 U.S.C. § 2055(b)(5)); Reliance Elec. Co. v. Consumer Prod.  Safety  Comm'n, No. 87-1478, slip op. at 16-17 (D.D.C. Sept. 19, 1989) (15 U.S.C.  §2055(b)(5)); Mulloy v. Consumer Prod. SafetyComm'n, No.C-2-85-645, 1985 U.S. Dist. LEXIS 17194, at *2-6 (S.D. Ohio Aug. 2, 1985) (15 U.S.C. §2055(a)(2) and 15 U.S.C. §2055(b)(5)).","Certain information reported to, or otherwise obtained by the Consumer Product Safety Commission which either contains or relates to a trade secret or is ""subject to section 552(b)(4) of Title 5""","230"
"Consumer Product Safety Commission","Agency Overall","2018","15 U.S.C. § 2074(c)","N/A","Information that identifies injured persons or those treating injured persons, absent consent","63"
"Department of Defense","Agency Overall","2018","5 U.S.C. § 107(a)(2)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Office for U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","2"
"Department of Defense","Agency Overall","2018","5 U.S.C. § 574 (j)","N/A","Dispute resolution communications","5"
"Department of Defense","Agency Overall","2018","5 U.S.C. §§ 7114(b)(4), 7132","Dubin v. Dep't of Treasury, 555 F. Supp. 408, 412 (N.D. Ga. 1981) (5 U.S.C.  § 7114(b)(4)), aff'd, 697 F.2d 1093 (11th Cir. 1983) (unpublished table decision); NTEU v. OPM, No. 76-695, slip op. at 3-4 (D.D.C. July 9, 1979) (5 U.S.C. § 7114(b)(4) and 5 U.S.C. § 7132).","Certain labor relations training and guidance materials","1"
"Department of Defense","Agency Overall","2018","10 U.S.C. § 128","N/A","Unclassified special nuclear weapons information","31"
"Department of Defense","Agency Overall","2018","10 U.S.C. § 130","Newport Aeronautical Sales v. Dep't of the Air Force, 684 F.3d 160, 165 (D.C. Cir. 2012); Chenkin v. Dep't of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 (E.D. Pa. Jan. 14, 1994), aff'd, 61 F.3d 894 (3d Cir. 1995) (unpublished table decision).","Certain ""technical data with military or space application in the possession of, or under the control of, the Department of Defense""","157"
"Department of Defense","Agency Overall","2018","10 U.S.C § 130b","Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O’Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to “any member of the armed forces assigned to an overseas unit, a sensitive unit, or a routinely deployable unit” and “any employee of the Department of Defense or of the Coast Guard whose duty station is with any such unit”","931"
"Department of Defense","Agency Overall","2018","10 U.S.C. § 130c","ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Nat’l Inst. of Military Justice v. DOD, 404 F. Supp. 2d 325, 335-37 (D.D.C. 2005), aff’d on other grounds, 512 F.3d 677 (D.C. Cir. 2008); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).","Certain ""sensitive information of foreign governments"" and international organizations","47"
"Department of Defense","Agency Overall","2018","10 U.S.C. § 130d","N/A","Certain confidential Information shared with State and Local Personnel","2"
"Department of Defense","Agency Overall","2018","10 U.S.C. § 130e","N/A","DoD critical infrastructure security information","36"
"Department of Defense","Agency Overall","2018","10 U.S.C. § 424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National  Geospatial Intelligence Agency","301"
"Department of Defense","Agency Overall","2018","10 U.S.C. § 455","N/A","Maps, charts, and geodetic data","10"
"Department of Defense","Agency Overall","2018","10 U.S.C. § 613a(a)","N/A","Proceedings from selection and special selection boards for active duty officers and warrant officers","4"
"Department of Defense","Agency Overall","2018","10 U.S.C. § 1102","Goodrich v. Dep't of the Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep't of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).","Medical quality assurance records created by or for the Department of Defense as part of a medical quality assurance program","18"
"Department of Defense","Agency Overall","2018","10 U.S.C. § 1506(d), 1506(f)","N/A","Debriefing of a missing person returned to U.S. control from July 8, 1959, forward.","1"
"Department of Defense","Agency Overall","2018","10 U.S.C. 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","161"
"Department of Defense","Agency Overall","2018","10 U.S.C. § 2371(i)","N/A","Research projects: Transactions other than contracts and grants","1"
"Department of Defense","Agency Overall","2018","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Information pertaining to the nature and location of certain archaeological resources","10"
"Department of Defense","Agency Overall","2018","16 U.S.C. § 470w-3","","Information about the location, character, or ownership of a historic resource","6"
"Department of Defense","Agency Overall","2018","18 U.S.C. § 798","Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); ACLU v. ODNI, No. 10-4419, 2012 WL 1117114, at *4 (S.D.N.Y. Mar. 30, 2012); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff'd per curiam, 287 F. App'x 770 (11th Cir. 2008); Gilmore v. NSA, No. C 92-3646, 1993 U.S. Dist. LEXIS 7694, at *26-27 (N.D. Cal. May 3, 1993); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).","Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government","415"
"Department of Defense","Agency Overall","2018","18 U.S.C. § 2510-20","Payne v. DOJ, No. 96-30840, 1997 WL 450139, at *3 (5th Cir. July 11, 1997); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","44"
"Department of Defense","Agency Overall","2018","18 U.S.C. § 3509(d)","Davis v. U.S. Postal Inspection Serv., No. 13-01972, 2014 WL 7014877, at *3 (D.D.C. Dec. 15, 2014)","Certain records containing identifying information pertaining to children involved in criminal proceedings","194"
"Department of Defense","Agency Overall","2018","18 U.S.C. § 5038","N/A","Records of juvenile delinquency proceedings","1"
"Department of Defense","Agency Overall","2018","22 U.S.C. § 2778(e)","Council for a Livable World v. U.S. Dep't of State, No. 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","10"
"Department of Defense","Agency Overall","2018","26 U.S.C. § 6103, 6105","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","7"
"Department of Defense","Agency Overall","2018","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))*","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","23"
"Department of Defense","Agency Overall","2018","41 U.S.C. § 4702","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","30"
"Department of Defense","Agency Overall","2018","42 U.S.C. § 2162","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom., Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","""Restricted Data"" pertaining to atomic weapons and special nuclear material","23"
"Department of Defense","Agency Overall","2018","42 U.S.C § 2168(a)(1)(c)","N/A","Restricted and formerly restricted data concerning atomic energy","24"
"Department of Defense","Agency Overall","2018","50 U.S.C. § 421","N/A","Identities of U.S. undercover intelligence officers, agents, informants, and sources","2"
"Department of Defense","Agency Overall","2018","50 U.S.C. app. § 2411(c)","Wis. Project on Nuclear Arms Control v. U.S. Dep't of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ'g Co. v. U.S. Dep't of Commerce, 236 F.3d 1286, 1292 (11th Cir. 2001); Lessner v. U.S. Dep't of Commerce, 827 F.2d 1333, 1336-37 (9th Cir. 1987).","Information pertaining to license applications under the Export Administration Act","1"
"Department of Defense","Agency Overall","2018","50 U.S.C. § 3024(i)(1)","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","901"
"Department of Defense","Agency Overall","2018","50 U.S.C. § 3507","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","18"
"Department of Defense","Agency Overall","2018","50 U.S.C. § 3605","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","1061"
"Department of Defense","Agency Overall","2018","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Widi v. McNeil, No. 12-CV00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","2"
"Department of Defense","Agency Overall","2018","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","10"
"Department of Defense","Agency Overall","2018","Pub. L. No. 102-190, 105 Stat. 1290, 1480-1481","N/A","Information concerning US personnel classified as POW.MIA during the Vietnam and Korean Conflicts (McCain Bill)","1"
"Department of Defense","Agency Overall","2018","Pub. L. No. 103-236 Sec. 533","N/A","Protection of certain Open Skies Treaty information","2"
"Department of Defense","Agency Overall","2018","Pub. L. No. 111-83, 123 Stat. 2142 (Protected National Security Documents Act, 2009)","N/A","Protection of photographs related to the treatment of individuals engaged, captured, or detained after September 11, 2001.","2"
"Millennium Challenge Corporation","Agency Overall","2018","N/A","N/A","N/A","0"
"American Battle Monuments Commission","Agency Overall","2018","N/A","N/A","N/A","0"
"Social Security Advisory Board","Agency Overall","2018","N/A","N/A","N/A","0"
"Federal Election Commission","Agency Overall","2018","52 U.S.C. § 30109(a)(4)","N/A","Action by the Commission or any person, and information derived, in connection with any conciliation attempt by the Commission in relation to certain complaints filed with the Commission","2"
"Federal Election Commission","Agency Overall","2018","52 U.S.C. § 30109(a)(12)(A) (formerly at 2 U.S.C. § 437(a)(12)(A)) (Federal Election Campaign Act)","Gov’t Accountability Project v. FDA, 206 F. Supp. 3d 420, 433 (D.D.C. 2016).","Any notification or investigation made under this section of the Federal Election Campaign Act pertaining to federal campaign funds","14"
