"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Defense","Agency Overall","2020","50 U.S.C. § 421","N/A","Identities of U.S. undercover intelligence officers, agents, informants, and sources","123"
"Department of Defense","Agency Overall","2020","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403- 1(i)(1))","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","638"
"Department of Defense","Agency Overall","2020","50 U.S.C. § 3507 (formerly at 50 U.S.C. §403g)","Assassination Archives &
Research Ctr. v. CIA, No. 18-
5280, 2019 WL 691517 (D.C.
Cir. Feb. 15, 2019) (per
curiam); ACLU v. DOJ, 681
F.3d 61, 72-75 (2d Cir. 2012);
Berman v. CIA, 501 F.3d 1136,
1137-38, 1140 (9th Cir. 2007);
Makky v. Chertoff, 489 F.
Supp. 2d 421, 442 (D.N.J.
2007), aff’d on other grounds,
541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: &quot;the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency&quot;","240"
"Department of Defense","Agency Overall","2020","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","775"
"Department of Defense","Agency Overall","2020","Pub. L. No. 95-452, 92 Stat. 1101","N/A","Identities of employees that have submitted complaints and or provided information during the
course of an OIG investigation","15"
"Department of Defense","Agency Overall","2020","Pub. L. No. 102-190, 105 Stat. 1290, 1480-1481","N/A","Information concerning US personnel classified as POW.MIA during the Vietnam and Korean Conflicts (McCain Bill)","2"
"Department of Defense","Agency Overall","2020","15 U.S.C. § 638 (k)(4)","N/A","Protects information contained within a Small Business Innovative Research (SBIR) and Small Business Technology Transfer (STTR) program evaluation databases","1"
"Department of Defense","Agency Overall","2020","42 U.S.C. § 290dd-2","N/A","Confidentiality of patient records maintained in connection with substance abuse education, prevention, training, treatment, rehabilitation, or research","1"
"Department of Defense","Agency Overall","2020","5 U.S.C. §§ 7114(b)(4), 7132","Dubin v. Dep’t of Treasury, 555
F. Supp. 408, 412 (N.D. Ga.
1981) (5 U.S.C. § 7114(b)(4)),
aff’d, 697 F.2d 1093 (11th Cir.
1983) (unpublished table
decision); NTEU v. OPM, No.
76-695, slip op. at 3-4 (D.D.C.
July 9, 1979) (5 U.S.C.
§ 7114(b)(4) and 5 U.S.C. §
7132).","Certain labor relations
training and guidance
materials","2"
"Department of Defense","Agency Overall","2020","5 U.S.C. app. 4 § 107(a)(2)","Meyerhoff v. EPA, 958 F.2d
1498, 1500-02 (9th Cir. 1992);
Boyd v. Exec. Off. for U.S.
Att'ys, 161 F. Supp. 3d 1, 7
(D.D.C. 2015); Seife v. NIH,
874 F. Supp. 2d 248, 254
(S.D.N.Y. 2012).","Confidential financial
disclosure report pertaining
to certain government
employees","2"
"Department of Defense","Agency Overall","2020","15 U.S.C. § 3710a(c)","Pub. Citizen Health Rsch. Grp.
v. NIH, 209 F. Supp. 2d 37, 43,
51 (D.D.C. 2002); DeLorme
Pub. Co., Inc. v. NOAA, 917 F.
Supp. 867, 871-72 (D. Me.
1996), appeal dismissed per
stipulation, No. 96-1601 (1st
Cir. July 8, 1996).","“[T]rade secrets or
commercial or financial
information that is
privileged or confidential,
under the meaning of
section 552(b)(4) of Title 5,
which is obtained in the
conduct of research or as a
result of activities under
this chapter,” which
pertains to cooperative
research and development
agreements for the purpose
of technological and
industrial innovation","3"
"Department of Defense","Agency Overall","2020","10 U.S.C. § 130d","N/A","Confidential information shared with State and local personnel","5"
"Department of Defense","Agency Overall","2020","10 U.S.C. § 14104(a)","N/A","Proceedings from selection and special selection boards for reserve officers","1"
"Department of Defense","Agency Overall","2020","42 U.S.C. § 262a(h)(1)","Civ. Beat L. Ctr. for the Pub. Int. v. CDC, 929 F.3d 1079, 1084-85 (9th Cir. 2019).","Certain categories of information relating to biological agents and toxins","3"
"Department of Defense","Agency Overall","2020","John S. McCain National Defense Authorization Act for Fiscal Year 2019, P.L. 115-232 (formerly at 50 U.S.C. § 4614(c)(1)","N/A","Information pertaining to license applications under the Export Administration Act","1"
"Department of Defense","Agency Overall","2020","35 U.S.C. § 205","N/A","Government inventions information","3"
"Department of Defense","Agency Overall","2020","28 U.S.C. § 652(d)","Yelder v. DOD, 577 F. Supp.
2d 342, 346-47 (D.D.C. 2008).","“[C]onfidential dispute
resolution
communications”","3"
"Department of Defense","Agency Overall","2020","Pub. L. No. 108-447, 118Stat. 2809, 2859-60 Pub. L. No. 110-161, 121Stat. 1844, 1903-904 Pub. L. No. 112-55, 125 Stat.552, 609-10","City of Chi. v. U.S. Dep’t of the
Treasury, 423 F.3d 777, 781-82
(7th Cir. 2005); P.W. Arms,
Inc. v. United States, No. 15-
1990-JCC, 2017 WL 319250, at
*4 (W.D. Wash. Jan. 23, 2017);
Williams v. ATF, No. PWG-15-
1969, 2017 WL 3978580 at *5-
6 (D. Md. Sept. 8, 2017);
Abdeljabbar v. ATF, 74 F.
Supp. 3d 158, 173 (D.D.C.
2014).","Certain firearms database
information","1"
"Department of Defense","Agency Overall","2020","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","3"
"Department of Defense","Agency Overall","2020","18 U.S.C. §§ 2510, et seq","Payne v. DOJ, No. 96-30840, 1997 WL 450139, at *3 (5th Cir. July 11, 1997); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","9"
"Environmental Protection Agency","Agency Overall","2020","5 U.S.C. § 7114(b)(4), 7132 (Civil Service Reform Act)","Dubin v. Dep’t of Treasury, 555 F. Supp. 408, 412 (N.D. Ga. 1981) (5 U.S.C. §7114(b)(4)), aff’d, 697 F.2d 1093 (11th Cir. 1983) (unpublished table decision); NTEU v. OPM, No. 76-695, slip op. at 3-4 (D.D.C. July 9, 1979) (5 U.S.C. § 7114(b)(4) and 5 U.S.C. § 7132).","Certain labor relations training and guidance materials","3"
"Environmental Protection Agency","Agency Overall","2020","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","1"
"Environmental Protection Agency","Agency Overall","2020","5 U.S.C. app. 4 § 107(a)(2) (Ethics in Government Act of 1978) ","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Att'ys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012). ","Confidential financial disclosure report pertaining to certain government employees","3"
"Environmental Protection Agency","Agency Overall","2020","5 U.S.C. § 574(j)","N/A","Dispute resolution communications","1"
"Environmental Protection Agency","Agency Overall","2020","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, § 2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att'y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D.
Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","1"
"Federal Housing Finance Agency","Agency Overall","2020","N/A","N/A","N/A","0"
"National Council on Disability","Agency Overall","2020","N/A","N/A","N/A","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2020","N/A","N/A","N/A","0"
"U.S. Agency for Global Media","Agency Overall","2020","N/A","N/A","N/A","0"
"Farm Credit System Insurance Corporation","Agency Overall","2020","N/A","N/A","N/A","0"
"National Endowment for the Humanities","Agency Overall","2020","N/A","N/A","N/A","0"
